Date,Returns,Stock
2017/01/31,0.047746503,AAPL
2017/02/28,0.128883428,AAPL
2017/03/31,0.048689684,AAPL
2017/04/30,-6.97E-05,AAPL
2017/05/31,0.063418061,AAPL
2017/06/30,-0.057213879,AAPL
2017/07/31,0.032703735,AAPL
2017/08/31,0.102669296,AAPL
2017/09/30,-0.060243927,AAPL
2017/10/31,0.096807659,AAPL
2017/11/30,0.01662338,AAPL
2017/12/31,-0.015245923,AAPL
2018/01/31,-0.010636436,AAPL
2018/02/28,0.063847605,AAPL
2018/03/31,-0.058050731,AAPL
2018/04/30,-0.015019692,AAPL
2018/05/31,0.130763648,AAPL
2018/06/30,-0.009418291,AAPL
2018/07/31,0.027983318,AAPL
2018/08/31,0.196226883,AAPL
2018/09/30,-0.008302948,AAPL
2018/10/31,-0.030477558,AAPL
2018/11/30,-0.184044595,AAPL
2018/12/31,-0.116698376,AAPL
2019/01/31,0.05515405,AAPL
2019/02/28,0.040314755,AAPL
2019/03/31,0.097025728,AAPL
2019/04/30,0.056435926,AAPL
2019/05/31,-0.127572592,AAPL
2019/06/30,0.130519169,AAPL
2019/07/31,0.076394462,AAPL
2019/08/31,-0.020183947,AAPL
2019/09/30,0.072961558,AAPL
2019/10/31,0.110684449,AAPL
2019/11/30,0.074328687,AAPL
2019/12/31,0.09878388,AAPL
2020/01/31,0.054009932,AAPL
2020/02/29,-0.116797593,AAPL
2020/03/31,-0.069761462,AAPL
2020/04/30,0.155373775,AAPL
2020/05/31,0.082164796,AAPL
2020/06/30,0.147386247,AAPL
2020/07/31,0.165131639,AAPL
2020/08/31,0.214379734,AAPL
2020/09/30,-0.102526315,AAPL
2020/10/31,-0.060012064,AAPL
2020/11/30,0.093606485,AAPL
2020/12/31,0.114573697,AAPL
2021/01/31,-0.005501507,AAPL
2021/02/28,-0.081085211,AAPL
2021/03/31,0.007339601,AAPL
2021/04/30,0.076217805,AAPL
2021/05/31,-0.052107148,AAPL
2021/06/30,0.099109268,AAPL
2021/07/31,0.06498243,AAPL
2021/08/31,0.040929665,AAPL
2021/09/30,-0.018836863,AAPL
2007/01/31,0.033489617,MSFT
2007/02/28,-0.087167884,MSFT
2007/03/31,-0.010649592,MSFT
2007/04/30,0.07427341,MSFT
2007/05/31,0.025050099,MSFT
2007/06/30,-0.039752426,MSFT
2007/07/31,-0.016287717,MSFT
2007/08/31,-0.00896861,MSFT
2007/09/30,0.025408945,MSFT
2007/10/31,0.249490911,MSFT
2007/11/30,-0.087204643,MSFT
2007/12/31,0.059523813,MSFT
2008/01/31,-0.084269668,MSFT
2008/02/29,-0.16564409,MSFT
2008/03/31,0.043382278,MSFT
2008/04/30,0.004933087,MSFT
2008/05/31,-0.007012623,MSFT
2008/06/30,-0.028601695,MSFT
2008/07/31,-0.065067285,MSFT
2008/08/31,0.061042071,MSFT
2008/09/30,-0.021986075,MSFT
2008/10/31,-0.163357094,MSFT
2008/11/30,-0.09449176,MSFT
2008/12/31,-0.038575571,MSFT
2009/01/31,-0.120370416,MSFT
2009/02/28,-0.055555556,MSFT
2009/03/31,0.137461362,MSFT
2009/04/30,0.102885079,MSFT
2009/05/31,0.031095706,MSFT
2009/06/30,0.137865062,MSFT
2009/07/31,-0.010517459,MSFT
2009/08/31,0.048044218,MSFT
2009/09/30,0.043407667,MSFT
2009/10/31,0.078149342,MSFT
2009/11/30,0.060584205,MSFT
2009/12/31,0.036382183,MSFT
2010/01/31,-0.075459318,MSFT
2010/02/28,0.017388219,MSFT
2010/03/31,0.021625427,MSFT
2010/04/30,0.04267668,MSFT
2010/05/31,-0.155206347,MSFT
2010/06/30,-0.1081395,MSFT
2010/07/31,0.12168618,MSFT
2010/08/31,-0.090662537,MSFT
2010/09/30,0.04345978,MSFT
2010/10/31,0.089015925,MSFT
2010/11/30,-0.052868391,MSFT
2010/12/31,0.104908947,MSFT
2011/01/31,-0.006449301,MSFT
2011/02/28,-0.041471331,MSFT
2011/03/31,-0.044770542,MSFT
2011/04/30,0.0208744,MSFT
2011/05/31,-0.035108025,MSFT
2011/06/30,0.039584166,MSFT
2011/07/31,0.053846154,MSFT
2011/08/31,-0.02919708,MSFT
2011/09/30,-0.064285752,MSFT
2011/10/31,0.069907596,MSFT
2011/11/30,-0.039429179,MSFT
2011/12/31,0.014855317,MSFT
2012/01/31,0.137519343,MSFT
2012/02/29,0.07483911,MSFT
2012/03/31,0.01638305,MSFT
2012/04/30,-0.007439492,MSFT
2012/05/31,-0.08838223,MSFT
2012/06/30,0.047961595,MSFT
2012/07/31,-0.036613305,MSFT
2012/08/31,0.045809333,MSFT
2012/09/30,-0.034393251,MSFT
2012/10/31,-0.04099459,MSFT
2012/11/30,-0.067273999,MSFT
2012/12/31,0.003380841,MSFT
2013/01/31,0.027705055,MSFT
2013/02/28,0.012750382,MSFT
2013/03/31,0.029136764,MSFT
2013/04/30,0.156938023,MSFT
2013/05/31,0.054380789,MSFT
2013/06/30,-0.010315214,MSFT
2013/07/31,-0.078170264,MSFT
2013/08/31,0.048995038,MSFT
2013/09/30,-0.003592904,MSFT
2013/10/31,0.064002436,MSFT
2013/11/30,0.076814487,MSFT
2013/12/31,-0.018882795,MSFT
2014/01/31,0.011494253,MSFT
2014/02/28,0.012420745,MSFT
2014/03/31,0.069955649,MSFT
2014/04/30,-0.014393754,MSFT
2014/05/31,0.013366262,MSFT
2014/06/30,0.018563801,MSFT
2014/07/31,0.035011966,MSFT
2014/08/31,0.052594995,MSFT
2014/09/30,0.020471076,MSFT
2014/10/31,0.012726488,MSFT
2014/11/30,0.018317359,MSFT
2014/12/31,-0.028445931,MSFT
2015/01/31,-0.130247554,MSFT
2015/02/28,0.085395936,MSFT
2015/03/31,-0.072747962,MSFT
2015/04/30,0.196261658,MSFT
2015/05/31,-0.036595354,MSFT
2015/06/30,-0.057831817,MSFT
2015/07/31,0.057757619,MSFT
2015/08/31,-0.068094238,MSFT
2015/09/30,0.017003631,MSFT
2015/10/31,0.189335774,MSFT
2015/11/30,0.032484784,MSFT
2015/12/31,0.020791206,MSFT
2016/01/31,-0.00702956,MSFT
2016/02/29,-0.076420385,MSFT
2016/03/31,0.085495262,MSFT
2016/04/30,-0.097048724,MSFT
2016/05/31,0.062763206,MSFT
2016/06/30,-0.03452834,MSFT
2016/07/31,0.107680325,MSFT
2016/08/31,0.01376145,MSFT
2016/09/30,0.00243646,MSFT
2016/10/31,0.040277779,MSFT
2016/11/30,0.005674232,MSFT
2016/12/31,0.031198159,MSFT
2017/01/31,0.040392711,MSFT
2017/02/28,-0.010363526,MSFT
2017/03/31,0.029384198,MSFT
2017/04/30,0.039477649,MSFT
2017/05/31,0.020157713,MSFT
2017/06/30,-0.013029726,MSFT
2017/07/31,0.054693123,MSFT
2017/08/31,0.028473179,MSFT
2017/09/30,-0.003744804,MSFT
2017/10/31,0.116659984,MSFT
2017/11/30,0.011901875,MSFT
2017/12/31,0.016276619,MSFT
2018/01/31,0.110708451,MSFT
2018/02/28,-0.01305131,MSFT
2018/03/31,-0.02666098,MSFT
2018/04/30,0.024652132,MSFT
2018/05/31,0.056886219,MSFT
2018/06/30,-0.002326943,MSFT
2018/07/31,0.075752976,MSFT
2018/08/31,0.058917797,MSFT
2018/09/30,0.018160785,MSFT
2018/10/31,-0.066101292,MSFT
2018/11/30,0.038198681,MSFT
2018/12/31,-0.084047246,MSFT
2019/01/31,0.028157921,MSFT
2019/02/28,0.072776013,MSFT
2019/03/31,0.052753754,MSFT
2019/04/30,0.107342749,MSFT
2019/05/31,-0.052986261,MSFT
2019/06/30,0.08311778,MSFT
2019/07/31,0.01724393,MSFT
2019/08/31,0.01166799,MSFT
2019/09/30,0.008486856,MSFT
2019/10/31,0.031216256,MSFT
2019/11/30,0.0558695,MSFT
2019/12/31,0.041749186,MSFT
2020/01/31,0.079454656,MSFT
2020/02/29,-0.048287618,MSFT
2020/03/31,-0.026541498,MSFT
2020/04/30,0.136326162,MSFT
2020/05/31,0.022543345,MSFT
2020/06/30,0.110559318,MSFT
2020/07/31,0.007370645,MSFT
2020/08/31,0.1000927,MSFT
2020/09/30,-0.067396786,MSFT
2020/10/31,-0.037369852,MSFT
2020/11/30,0.057292468,MSFT
2020/12/31,0.039005889,MSFT
2021/01/31,0.042891867,MSFT
2021/02/28,0.001810648,MSFT
2021/03/31,0.01458817,MSFT
2021/04/30,0.069601683,MSFT
2021/05/31,-0.009913554,MSFT
2021/06/30,0.084988792,MSFT
2021/07/31,0.051716539,MSFT
2021/08/31,0.059562672,MSFT
2021/09/30,-0.020438631,MSFT
2007/01/31,-0.026615064,AMZN
2007/02/28,0.039023124,AMZN
2007/03/31,0.016607103,AMZN
2007/04/30,0.541342057,AMZN
2007/05/31,0.127343824,AMZN
2007/06/30,-0.010558215,AMZN
2007/07/31,0.148077714,AMZN
2007/08/31,0.017443379,AMZN
2007/09/30,0.165686364,AMZN
2007/10/31,-0.042941491,AMZN
2007/11/30,0.015815995,AMZN
2007/12/31,0.022968209,AMZN
2008/01/31,-0.161269453,AMZN
2008/02/29,-0.170270225,AMZN
2008/03/31,0.105940777,AMZN
2008/04/30,0.102804961,AMZN
2008/05/31,0.038026276,AMZN
2008/06/30,-0.101568252,AMZN
2008/07/31,0.041047237,AMZN
2008/08/31,0.058553867,AMZN
2008/09/30,-0.099616337,AMZN
2008/10/31,-0.213304007,AMZN
2008/11/30,-0.254018178,AMZN
2008/12/31,0.200936717,AMZN
2009/01/31,0.147035904,AMZN
2009/02/28,0.101496107,AMZN
2009/03/31,0.133508271,AMZN
2009/04/30,0.096405158,AMZN
2009/05/31,-0.031420754,AMZN
2009/06/30,0.072701707,AMZN
2009/07/31,0.025101577,AMZN
2009/08/31,-0.053288245,AMZN
2009/09/30,0.149895291,AMZN
2009/10/31,0.27260065,AMZN
2009/11/30,0.143927332,AMZN
2009/12/31,-0.010227356,AMZN
2010/01/31,-0.06772227,AMZN
2010/02/28,-0.055896673,AMZN
2010/03/31,0.146706095,AMZN
2010/04/30,0.009795993,AMZN
2010/05/31,-0.084901579,AMZN
2010/06/30,-0.129124798,AMZN
2010/07/31,0.078985876,AMZN
2010/08/31,0.058868463,AMZN
2010/09/30,0.258191104,AMZN
2010/10/31,0.052018325,AMZN
2010/11/30,0.061550555,AMZN
2010/12/31,0.026225805,AMZN
2011/01/31,-0.057555561,AMZN
2011/02/28,0.021516117,AMZN
2011/03/31,0.039471477,AMZN
2011/04/30,0.087048202,AMZN
2011/05/31,0.004494173,AMZN
2011/06/30,0.039656327,AMZN
2011/07/31,0.088170564,AMZN
2011/08/31,-0.032761135,AMZN
2011/09/30,0.004646193,AMZN
2011/10/31,-0.012579203,AMZN
2011/11/30,-0.099386457,AMZN
2011/12/31,-0.099797117,AMZN
2012/01/31,0.123281313,AMZN
2012/02/29,-0.075858876,AMZN
2012/03/31,0.126996454,AMZN
2012/04/30,0.145128634,AMZN
2012/05/31,-0.081888704,AMZN
2012/06/30,0.072518913,AMZN
2012/07/31,0.021677236,AMZN
2012/08/31,0.064166313,AMZN
2012/09/30,0.024368643,AMZN
2012/10/31,-0.084263949,AMZN
2012/11/30,0.082270617,AMZN
2012/12/31,-0.004681642,AMZN
2013/01/31,0.058317078,AMZN
2013/02/28,-0.00463281,AMZN
2013/03/31,0.008400504,AMZN
2013/04/30,-0.047581495,AMZN
2013/05/31,0.060635964,AMZN
2013/06/30,0.031537851,AMZN
2013/07/31,0.084734772,AMZN
2013/08/31,-0.06719338,AMZN
2013/09/30,0.112677069,AMZN
2013/10/31,0.164374301,AMZN
2013/11/30,0.081284499,AMZN
2013/12/31,0.013134531,AMZN
2014/01/31,-0.100554192,AMZN
2014/02/28,0.009506828,AMZN
2014/03/31,-0.071057748,AMZN
2014/04/30,-0.095846807,AMZN
2014/05/31,0.027685473,AMZN
2014/06/30,0.039129776,AMZN
2014/07/31,-0.036301524,AMZN
2014/08/31,0.08322956,AMZN
2014/09/30,-0.048961794,AMZN
2014/10/31,-0.052660994,AMZN
2014/11/30,0.108623142,AMZN
2014/12/31,-0.083540065,AMZN
2015/01/31,0.14235538,AMZN
2015/02/28,0.072292909,AMZN
2015/03/31,-0.021201594,AMZN
2015/04/30,0.133512476,AMZN
2015/05/31,0.017663265,AMZN
2015/06/30,0.011322566,AMZN
2015/07/31,0.235112601,AMZN
2015/08/31,-0.043383396,AMZN
2015/09/30,-0.001949736,AMZN
2015/10/31,0.222723643,AMZN
2015/11/30,0.062150443,AMZN
2015/12/31,0.01668175,AMZN
2016/01/31,-0.131515503,AMZN
2016/02/29,-0.058739319,AMZN
2016/03/31,0.074422634,AMZN
2016/04/30,0.111094283,AMZN
2016/05/31,0.09581702,AMZN
2016/06/30,-0.009919871,AMZN
2016/07/31,0.060353265,AMZN
2016/08/31,0.013639745,AMZN
2016/09/30,0.088603187,AMZN
2016/10/31,-0.056717334,AMZN
2016/11/30,-0.049694867,AMZN
2016/12/31,-0.000932641,AMZN
2017/01/31,0.098163662,AMZN
2017/02/28,0.026181569,AMZN
2017/03/31,0.049110103,AMZN
2017/04/30,0.043370872,AMZN
2017/05/31,0.075276496,AMZN
2017/06/30,-0.026763985,AMZN
2017/07/31,0.020433914,AMZN
2017/08/31,-0.007268878,AMZN
2017/09/30,-0.019630839,AMZN
2017/10/31,0.149716603,AMZN
2017/11/30,0.06466232,AMZN
2017/12/31,-0.006186555,AMZN
2018/01/31,0.240638965,AMZN
2018/02/28,0.042429085,AMZN
2018/03/31,-0.043049348,AMZN
2018/04/30,0.082074731,AMZN
2018/05/31,0.040539412,AMZN
2018/06/30,0.043065288,AMZN
2018/07/31,0.045675897,AMZN
2018/08/31,0.13236454,AMZN
2018/09/30,-0.004824322,AMZN
2018/10/31,-0.202191707,AMZN
2018/11/30,0.05767175,AMZN
2018/12/31,-0.111349786,AMZN
2019/01/31,0.144317139,AMZN
2019/02/28,-0.045906003,AMZN
2019/03/31,0.085935766,AMZN
2019/04/30,0.081858779,AMZN
2019/05/31,-0.078613288,AMZN
2019/06/30,0.066791767,AMZN
2019/07/31,-0.014179104,AMZN
2019/08/31,-0.048473837,AMZN
2019/09/30,-0.022732777,AMZN
2019/10/31,0.023474719,AMZN
2019/11/30,0.013587301,AMZN
2019/12/31,0.026121677,AMZN
2020/01/31,0.087063819,AMZN
2020/02/29,-0.062213735,AMZN
2020/03/31,0.035020555,AMZN
2020/04/30,0.268900169,AMZN
2020/05/31,-0.012784916,AMZN
2020/06/30,0.129566747,AMZN
2020/07/31,0.147113568,AMZN
2020/08/31,0.090460974,AMZN
2020/09/30,-0.087578524,AMZN
2020/10/31,-0.035754123,AMZN
2020/11/30,0.043439929,AMZN
2020/12/31,0.028058324,AMZN
2021/01/31,-0.015576012,AMZN
2021/02/28,-0.035328433,AMZN
2021/03/31,0.000371863,AMZN
2021/04/30,0.120662631,AMZN
2021/05/31,-0.070470223,AMZN
2021/06/30,0.067354987,AMZN
2021/07/31,-0.032722265,AMZN
2021/08/31,0.043034132,AMZN
2021/09/30,-0.000472554,AMZN
2012/05/31,-0.225738948,FB
2012/06/30,0.050675676,FB
2012/07/31,-0.301929293,FB
2012/08/31,-0.168125296,FB
2012/09/30,0.199335615,FB
2012/10/31,-0.025392382,FB
2012/11/30,0.326385536,FB
2012/12/31,-0.049285679,FB
2013/01/31,0.163786583,FB
2013/02/28,-0.120400258,FB
2013/03/31,-0.061284404,FB
2013/04/30,0.085613761,FB
2013/05/31,-0.123154483,FB
2013/06/30,0.021765873,FB
2013/07/31,0.479099698,FB
2013/08/31,0.122010927,FB
2013/09/30,0.216517287,FB
2013/10/31,-0.000398188,FB
2013/11/30,-0.063732345,FB
2013/12/31,0.162518705,FB
2014/01/31,0.14492219,FB
2014/02/28,0.094134553,FB
2014/03/31,-0.120070072,FB
2014/04/30,-0.007636172,FB
2014/05/31,0.05888257,FB
2014/06/30,0.063033208,FB
2014/07/31,0.079655237,FB
2014/08/31,0.029869208,FB
2014/09/30,0.056402045,FB
2014/10/31,-0.051239916,FB
2014/11/30,0.036138139,FB
2014/12/31,0.004118404,FB
2015/01/31,-0.027044259,FB
2015/02/28,0.040310853,FB
2015/03/31,0.041154868,FB
2015/04/30,-0.041960642,FB
2015/05/31,0.005332043,FB
2015/06/30,0.083091234,FB
2015/07/31,0.096070949,FB
2015/08/31,-0.048718242,FB
2015/09/30,0.005255529,FB
2015/10/31,0.134260275,FB
2015/11/30,0.02226142,FB
2015/12/31,0.004029221,FB
2016/01/31,0.072138302,FB
2016/02/29,-0.047143758,FB
2016/03/31,0.067153013,FB
2016/04/30,0.030499597,FB
2016/05/31,0.010460929,FB
2016/06/30,-0.038128096,FB
2016/07/31,0.084529253,FB
2016/08/31,0.017589164,FB
2016/09/30,0.017047264,FB
2016/10/31,0.021205277,FB
2016/11/30,-0.095961574,FB
2016/12/31,-0.028457989,FB
2017/01/31,0.132724934,FB
2017/02/28,0.040055139,FB
2017/03/31,0.048030178,FB
2017/04/30,0.05772613,FB
2017/05/31,0.008053291,FB
2017/06/30,-0.003169226,FB
2017/07/31,0.121009435,FB
2017/08/31,0.016070907,FB
2017/09/30,-0.006396499,FB
2017/10/31,0.053783597,FB
2017/11/30,-0.015994696,FB
2017/12/31,-0.004063585,FB
2018/01/31,0.059106832,FB
2018/02/28,-0.045855808,FB
2018/03/31,-0.103914386,FB
2018/04/30,0.076412839,FB
2018/05/31,0.114999994,FB
2018/06/30,0.013244384,FB
2018/07/31,-0.111877337,FB
2018/08/31,0.01825237,FB
2018/09/30,-0.064132415,FB
2018/10/31,-0.077040092,FB
2018/11/30,-0.073654342,FB
2018/12/31,-0.067705035,FB
2019/01/31,0.271569205,FB
2019/02/28,-0.031435629,FB
2019/03/31,0.0324559,FB
2019/04/30,0.160237517,FB
2019/05/31,-0.082368115,FB
2019/06/30,0.087507742,FB
2019/07/31,0.006373036,FB
2019/08/31,-0.044071452,FB
2019/09/30,-0.040878958,FB
2019/10/31,0.076201661,FB
2019/11/30,0.0521263,FB
2019/12/31,0.017903199,FB
2020/01/31,-0.016272819,FB
2020/02/29,-0.046753518,FB
2020/03/31,-0.133371423,FB
2020/04/30,0.227278197,FB
2020/05/31,0.099555412,FB
2020/06/30,0.00879653,FB
2020/07/31,0.11714445,FB
2020/08/31,0.155832437,FB
2020/09/30,-0.106753127,FB
2020/10/31,0.00462005,FB
2020/11/30,0.052677651,FB
2020/12/31,-0.013755992,FB
2021/01/31,-0.054290587,FB
2021/02/28,-0.002748392,FB
2021/03/31,0.143273056,FB
2021/04/30,0.103724538,FB
2021/05/31,0.01122808,FB
2021/06/30,0.05773729,FB
2021/07/31,0.024704487,FB
2021/08/31,0.064776923,FB
2021/09/30,-0.001818765,FB
2007/01/31,0.072520829,GOOG
2007/02/28,-0.103788671,GOOG
2007/03/31,0.01937928,GOOG
2007/04/30,0.028854523,GOOG
2007/05/31,0.056281577,GOOG
2007/06/30,0.049788093,GOOG
2007/07/31,-0.024296945,GOOG
2007/08/31,0.010294143,GOOG
2007/09/30,0.100960698,GOOG
2007/10/31,0.246320057,GOOG
2007/11/30,-0.019801943,GOOG
2007/12/31,-0.002193388,GOOG
2008/01/31,-0.18392434,GOOG
2008/02/29,-0.165018578,GOOG
2008/03/31,-0.065176825,GOOG
2008/04/30,0.303811843,GOOG
2008/05/31,0.02004218,GOOG
2008/06/30,-0.101365658,GOOG
2008/07/31,-0.100053209,GOOG
2008/08/31,-0.022079131,GOOG
2008/09/30,-0.135487517,GOOG
2008/10/31,-0.102766379,GOOG
2008/11/30,-0.184772905,GOOG
2008/12/31,0.050143321,GOOG
2009/01/31,0.100373773,GOOG
2009/02/28,-0.001595074,GOOG
2009/03/31,0.029793732,GOOG
2009/04/30,0.137648734,GOOG
2009/05/31,0.053690914,GOOG
2009/06/30,0.010449875,GOOG
2009/07/31,0.050902508,GOOG
2009/08/31,0.042026877,GOOG
2009/09/30,0.074035576,GOOG
2009/10/31,0.081214027,GOOG
2009/11/30,0.087443149,GOOG
2009/12/31,0.063430549,GOOG
2010/01/31,-0.145230533,GOOG
2010/02/28,-0.005925126,GOOG
2010/03/31,0.07653758,GOOG
2010/04/30,-0.073035779,GOOG
2010/05/31,-0.076222148,GOOG
2010/06/30,-0.083767448,GOOG
2010/07/31,0.089673006,GOOG
2010/08/31,-0.071836682,GOOG
2010/09/30,0.168370377,GOOG
2010/10/31,0.167195908,GOOG
2010/11/30,-0.094492406,GOOG
2010/12/31,0.068848862,GOOG
2011/01/31,0.010758139,GOOG
2011/02/28,0.021720346,GOOG
2011/03/31,-0.043430074,GOOG
2011/04/30,-0.0727044,GOOG
2011/05/31,-0.027715484,GOOG
2011/06/30,-0.042796102,GOOG
2011/07/31,0.192167947,GOOG
2011/08/31,-0.103910907,GOOG
2011/09/30,-0.047914879,GOOG
2011/10/31,0.150667947,GOOG
2011/11/30,0.011389714,GOOG
2011/12/31,0.077595528,GOOG
2012/01/31,-0.101857856,GOOG
2012/02/29,0.065746121,GOOG
2012/03/31,0.037185645,GOOG
2012/04/30,-0.056749387,GOOG
2012/05/31,-0.039662785,GOOG
2012/06/30,-0.001360049,GOOG
2012/07/31,0.091195883,GOOG
2012/08/31,0.082341949,GOOG
2012/09/30,0.101315177,GOOG
2012/10/31,-0.098343269,GOOG
2012/11/30,0.026561782,GOOG
2012/12/31,0.012901508,GOOG
2013/01/31,0.06829424,GOOG
2013/02/28,0.060223154,GOOG
2013/03/31,-0.00874938,GOOG
2013/04/30,0.038252794,GOOG
2013/05/31,0.056574982,GOOG
2013/06/30,0.010502459,GOOG
2013/07/31,0.008382881,GOOG
2013/08/31,-0.046015197,GOOG
2013/09/30,0.034254341,GOOG
2013/10/31,0.176582046,GOOG
2013/11/30,0.028149139,GOOG
2013/12/31,0.05768277,GOOG
2014/01/31,0.053769428,GOOG
2014/02/28,0.029365727,GOOG
2014/03/31,-0.082750882,GOOG
2014/04/30,-0.054419409,GOOG
2014/05/31,0.063095775,GOOG
2014/06/30,0.027487499,GOOG
2014/07/31,-0.006396881,GOOG
2014/08/31,0,GOOG
2014/09/30,0.010076929,GOOG
2014/10/31,-0.031661305,GOOG
2014/11/30,-0.030854239,GOOG
2014/12/31,-0.028477573,GOOG
2015/01/31,0.015425553,GOOG
2015/02/28,0.044675516,GOOG
2015/03/31,-0.018624635,GOOG
2015/04/30,-0.01676039,GOOG
2015/05/31,-0.009733208,GOOG
2015/06/30,-0.021799957,GOOG
2015/07/31,0.201917298,GOOG
2015/08/31,-0.011764494,GOOG
2015/09/30,-0.015899744,GOOG
2015/10/31,0.168288383,GOOG
2015/11/30,0.044723594,GOOG
2015/12/31,0.021923013,GOOG
2016/01/31,-0.020991452,GOOG
2016/02/29,-0.060811618,GOOG
2016/03/31,0.06761539,GOOG
2016/04/30,-0.069722802,GOOG
2016/05/31,0.061629645,GOOG
2016/06/30,-0.059288855,GOOG
2016/07/31,0.110807693,GOOG
2016/08/31,-0.002263284,GOOG
2016/09/30,0.013349834,GOOG
2016/10/31,0.009327278,GOOG
2016/11/30,-0.033777756,GOOG
2016/12/31,0.018178499,GOOG
2017/01/31,0.032352065,GOOG
2017/02/28,0.033158103,GOOG
2017/03/31,0.007713677,GOOG
2017/04/30,0.092097044,GOOG
2017/05/31,0.065013865,GOOG
2017/06/30,-0.058174249,GOOG
2017/07/31,0.023956533,GOOG
2017/08/31,0.00948954,GOOG
