Ticker,Name,Sector,GICS Sub-Industry
CBRE,CBRE GROUP INC CLASS A,Real Estate,
CCEP.L,COCA COLA EUROPACIFIC PARTNERS PLC,Consumer Staples,
CCH.SW,COCA COLA HBC AG,Consumer Staples,
CCI,CROWN CASTLE INTERNATIONAL REIT CO,Real Estate,
CCK,CROWN HOLDINGS INC,Materials,
CCL,CARNIVAL CORP,Consumer Discretionary,
CCL-B.TO,CCL INDUSTRIES INC CLASS B,Materials,
CCO.TO,CAMECO CORP,Energy,
CDAY,CERIDIAN HCM HOLDING INC,Information Technology,
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,
CDW,CDW CORP,Information Technology,
CE,CELANESE CORP,Materials,
CERN,CERNER CORP,Health Care,
CF,CF INDUSTRIES HOLDINGS INC,Materials,
CFG,CITIZENS FINANCIAL GROUP INC,Financials,
CFR.SW,COMPAGNIE FINANCIERE RICHEMONT SA,Consumer Discretionary,
CG,CARLYLE GROUP INC,Financials,
CGNX,COGNEX CORP,Information Technology,
CHD,CHURCH AND DWIGHT INC,Consumer Staples,
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Information Technology,
CHR.CO,CHR HANSEN HOLDING,Materials,
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,
CHWY,CHEWY INC CLASS A,Consumer Discretionary,
CI,CIGNA CORP,Health Care,
CINF,CINCINNATI FINANCIAL CORP,Financials,
CL,COLGATE-PALMOLIVE,Consumer Staples,
CLI-SP-Equity.SI,CAPITALAND INVESTMENT LTD,Financials,
CLN.SW,CLARIANT AG,Materials,
CLNX.MC,CELLNEX TELECOM SA,Communication,
CLVT,CLARIVATE PLC,Industrials,
CLX,CLOROX,Consumer Staples,
CM.TO,CANADIAN IMPERIAL BANK OF COMMERCE,Financials,
CMCSA,COMCAST CORP CLASS A,Communication,
CME,CME GROUP INC CLASS A,Financials,
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,
CMI,CUMMINS INC,Industrials,
CMS,CMS ENERGY CORP,Utilities,
CNC,CENTENE CORP,Health Care,
CNHI.AS,CNH INDUSTRIAL NV,Industrials,
CNP,CENTERPOINT ENERGY INC,Utilities,
CNP.PA,CNP ASSURANCES SA,Financials,
CNQ.TO,CANADIAN NATURAL RESOURCES LTD,Energy,
CNR.TO,CANADIAN NATIONAL RAILWAY,Industrials,
COF,CAPITAL ONE FINANCIAL CORP,Financials,
COH.AX,COCHLEAR LTD,Health Care,
COL.AX,COLES GROUP LTD,Consumer Staples,
COLO-B.CO,COLOPLAST B,Health Care,
COLR.BR,ETABLISSEMENTEN FRANZ COLRUYT NV,Consumer Staples,
CON.DE,CONTINENTAL AG,Consumer Discretionary,
COO,COOPER INC,Health Care,
COP,CONOCOPHILLIPS,Energy,
COST,COSTCO WHOLESALE CORP,Consumer Staples,
COUP,COUPA SOFTWARE INC,Information Technology,
COV.PA,COVIVIO SA,Real Estate,
CP.TO,CANADIAN PACIFIC RAILWAY LTD,Industrials,
CPB,CAMPBELL SOUP,Consumer Staples,
CPG.L,COMPASS GROUP PLC,Consumer Discretionary,
CPR.MI,DAVIDE CAMPARI MILANO NV,Consumer Staples,
CPRT,COPART INC,Industrials,
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,
CPU.AX,COMPUTERSHARE LTD,Information Technology,
CRDA.L,CRODA INTERNATIONAL PLC,Materials,
CRG,CRH PLC,Materials,
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,
CRM,SALESFORCE.COM INC,Information Technology,
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,
CS.PA,AXA SA,Financials,
CSCO,CISCO SYSTEMS INC,Information Technology,
CSGN.SW,CREDIT SUISSE GROUP AG,Financials,
CSGP,COSTAR GROUP INC,Industrials,
CSL.AX,CSL LTD,Health Care,
CSU.TO,CONSTELLATION SOFTWARE INC,Information Technology,
CSX,CSX CORP,Industrials,
CTAS,CINTAS CORP,Industrials,
CTC.A.TO,CANADIAN TIRE LTD CLASS A,Consumer Discretionary,
CTLT,CATALENT INC,Health Care,
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,
CTVA,CORTEVA INC,Materials,
CTXS,CITRIX SYSTEMS INC,Information Technology,
CU.TO,CANADIAN UTILITIES LTD CLASS A,Utilities,
CVE.TO,CENOVUS ENERGY INC,Energy,
CVNA,CARVANA CLASS A,Consumer Discretionary,
CVS,CVS HEALTH CORP,Health Care,
CVX,CHEVRON CORP,Energy,
CWN.AX,CROWN RESORTS LTD,Consumer Discretionary,
CYBR.TA,CYBER ARK SOFTWARE LTD,Information Technology,
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,
D,DOMINION ENERGY INC,Utilities,
D05.SI,DBS GROUP HOLDINGS LTD,Financials,
DAI.DE,DAIMLER AG,Consumer Discretionary,
DAL,DELTA AIR LINES INC,Industrials,
DANSKE.CO,DANSKE BANK,Financials,
DASH,DOORDASH INC CLASS A,Consumer Discretionary,
DB1.DE,DEUTSCHE BOERSE AG,Financials,
DBK.DE,DEUTSCHE BANK AG,Financials,
DBX,DROPBOX INC CLASS A,Information Technology,
DCC,DCC PLC,Industrials,
DD,DUPONT DE NEMOURS INC,Materials,
DDOG,DATADOG INC CLASS A,Information Technology,
DE,DEERE,Industrials,
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,
DEMANT.CO,DEMANT,Health Care,
DFS,DISCOVER FINANCIAL SERVICES,Financials,
DG,DOLLAR GENERAL CORP,Consumer Discretionary,
DG.PA,VINCI SA,Industrials,
DGE.L,DIAGEO PLC,Consumer Staples,
DGX,QUEST DIAGNOSTICS INC,Health Care,
DHER.DE,DELIVERY HERO,Consumer Discretionary,
DHI,D R HORTON INC,Consumer Discretionary,
DHR,DANAHER CORP,Health Care,
DIA.MI,DIASORIN,Health Care,
DIM.PA,SARTORIUS STEDIM BIOTECH SA,Health Care,
DIS,WALT DISNEY,Communication,
DISCA,DISCOVERY INC SERIES A,Communication,
DISCK,DISCOVERY INC SERIES C,Communication,
DISH,DISH NETWORK CORP CLASS A,Communication,
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,
DLG.L,DIRECT LINE INSURANCE PLC,Financials,
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,
DLTR,DOLLAR TREE INC,Consumer Discretionary,
DMP.AX,DOMINOS PIZZA ENTERPRISES LTD,Consumer Discretionary,
DNB.OL,DNB BANK,Financials,
DOCU,DOCUSIGN INC,Information Technology,
DOL.TO,DOLLARAMA INC,Consumer Discretionary,
DOV,DOVER CORP,Industrials,
DOW,DOW INC,Materials,
DPW.DE,DEUTSCHE POST AG,Industrials,
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,
DRE,DUKE REALTY REIT CORP,Real Estate,
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,
DSCT.TA,ISRAEL DISCOUNT BANK LTD,Financials,
DSM.AS,KONINKILIJKE DSM NV,Materials,
DSV.CO,DSV PANALPINA,Industrials,
DSY.PA,DASSAULT SYSTEMES,Information Technology,
DT,DYNATRACE INC,Information Technology,
DTE,DTE ENERGY,Utilities,
DTE.DE,DEUTSCHE TELEKOM N AG,Communication,
DUK,DUKE ENERGY CORP,Utilities,
DVA,DAVITA INC,Health Care,
DVN,DEVON ENERGY CORP,Energy,
DWNI.DE,DEUTSCHE WOHNEN,Real Estate,
DXCM,DEXCOM INC,Health Care,
DXS.AX,DEXUS STAPLED UNITS,Real Estate,
EA,ELECTRONIC ARTS INC,Communication,
EBAY,EBAY INC,Consumer Discretionary,
EBS.VI,ERSTE GROUP BANK AG,Financials,
ECL,ECOLAB INC,Materials,
ED,CONSOLIDATED EDISON INC,Utilities,
EDEN.PA,EDENRED,Information Technology,
EDF.PA,ELECTRICITE DE FRANCE SA,Utilities,
EDP.LS,EDP ENERGIAS DE PORTUGAL SA,Utilities,
EDPR.LS,EDP RENOVAVEIS SA,Utilities,
EDV.AX,ENDEAVOUR GROUP LTD,Consumer Staples,
EFX,EQUIFAX INC,Industrials,
EIX,EDISON INTERNATIONAL,Utilities,
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,
EL.PA,ESSILORLUXOTTICA SA,Consumer Discretionary,
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,
ELE.MC,ENDESA SA,Utilities,
ELI.BR,ELIA GROUP SA,Utilities,
ELISA.HE,ELISA,Communication,
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,
ELUX-B.ST,ELECTROLUX B,Consumer Discretionary,
EMA.TO,EMERA INC,Utilities,
EMBRAC-B.ST,EMBRACER GROUP,Communication,
EMN,EASTMAN CHEMICAL,Materials,
EMP.A.TO,EMPIRE LTD CLASS A,Consumer Staples,
EMR,EMERSON ELECTRIC,Industrials,
EMSN.SW,EMS-CHEMIE HOLDING AG,Materials,
EN.PA,BOUYGUES SA,Industrials,
ENB.TO,ENBRIDGE INC,Energy,
ENEL.MI,ENEL,Utilities,
ENG.MC,ENAGAS SA,Utilities,
ENGI.PA,ENGIE SA,Utilities,
ENI.MI,ENI,Energy,
ENPH,ENPHASE ENERGY INC,Information Technology,
ENR.DE,SIEMENS ENERGY N AG,Industrials,
ENT.L,ENTAIN PLC,Consumer Discretionary,
EO.PA,FAURECIA,Consumer Discretionary,
EOAN.DE,E.ON N,Utilities,
EOG,EOG RESOURCES INC,Energy,
EPAM,EPAM SYSTEMS INC,Information Technology,
EPI-A.ST,EPIROC CLASS A,Industrials,
EPI-B.ST,EPIROC CLASS B,Industrials,
EQH,EQUITABLE HOLDINGS INC,Financials,
EQIX,EQUINIX REIT INC,Real Estate,
EQNR.OL,EQUINOR,Energy,
EQR,EQUITY RESIDENTIAL REIT,Real Estate,
EQT.ST,EQT,Financials,
ERF.PA,EUROFINS SCIENTIFIC,Health Care,
ERIC-B.ST,ERICSSON B,Information Technology,
ERIE,ERIE INDEMNITY CLASS A,Financials,
ES,EVERSOURCE ENERGY,Utilities,
ESLT.TA,ELBIT SYSTEMS LTD,Industrials,
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,
ESSITY-B.ST,ESSITY CLASS B,Consumer Staples,
ETN,EATON PLC,Industrials,
ETR,ENTERGY CORP,Utilities,
ETSY,ETSY INC,Consumer Discretionary,
EVK.DE,EVONIK INDUSTRIES AG,Materials,
EVN.AX,EVOLUTION MINING LTD,Materials,
EVO.ST,EVOLUTION,Consumer Discretionary,
EVR.L,EVRAZ,Materials,
EVRG,EVERGY INC,Utilities,
EW,EDWARDS LIFESCIENCES CORP,Health Care,
EXAS,EXACT SCIENCES CORP,Health Care,
EXC,EXELON CORP,Utilities,
EXO.MI,EXOR NV,Financials,
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,
EXPN.L,EXPERIAN PLC,Industrials,
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,
F,FORD MOTOR CO,Consumer Discretionary,
F34.SI,WILMAR INTERNATIONAL LTD,Consumer Staples,
FAST,FASTENAL,Industrials,
FB,FACEBOOK CLASS A INC,Communication,
FBHS,FORTUNE BRANDS HOME AND SECURITY I,Industrials,
FBK.MI,FINECOBANK BANCA FINECO,Financials,
FCX,FREEPORT MCMORAN INC,Materials,
FDJ.PA,LA FRANCAISE DES JEUX SA,Consumer Discretionary,
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,
FDX,FEDEX CORP,Industrials,
FE,FIRSTENERGY CORP,Utilities,
FER.MC,FERROVIAL SA,Industrials,
FERG,FERGUSON PLC,Industrials,
FFH.TO,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,
FFIV,F5 NETWORKS INC,Information Technology,
FGR.PA,EIFFAGE SA,Industrials,
FICO,FAIR ISAAC CORP,Information Technology,
FIS,FIDELITY NATIONAL INFORMATION SERV,Information Technology,
FISV,FISERV INC,Information Technology,
FITB,FIFTH THIRD BANCORP,Financials,
FLT,FLEETCOR TECHNOLOGIES INC,Information Technology,
FLTR,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,
FM.TO,FIRST QUANTUM MINERALS LTD,Materials,
FMC,FMC CORP,Materials,
FME.DE,FRESENIUS MEDICAL CARE AG,Health Care,
FMG.AX,FORTESCUE METALS GROUP LTD,Materials,
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,
FNV.TO,FRANCO NEVADA CORP,Materials,
FORTUM.HE,FORTUM,Utilities,
FOX,FOX CORP CLASS B,Communication,
FOXA,FOX CORP CLASS A,Communication,
FPE3.DE,FUCHS PETROLUB PREF,Materials,
FPH.NZ,FISHER AND PAYKEL HEALTHCARE CORPO,Health Care,
FR.PA,VALEO,Consumer Discretionary,
FRC,FIRST REPUBLIC BANK,Financials,
FRE.DE,FRESENIUS SE AND CO KGAA,Health Care,
FSV.TO,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,
FTNT,FORTINET INC,Information Technology,
FTS.TO,FORTIS INC,Utilities,
FTV,FORTIVE CORP,Industrials,
FUTU,FUTU HOLDINGS ADR LTD,Financials,
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,
G.MI,ASSICURAZIONI GENERALI,Financials,
G13.SI,GENTING SINGAPORE LTD,Consumer Discretionary,
G1A.DE,GEA GROUP AG,Industrials,
G24.DE,SCOUT24 N AG,Communication,
GALP.LS,GALP ENERGIA SGPS SA,Energy,
GBLB.BR,GROUPE BRUXELLES LAMBERT NV,Financials,
GD,GENERAL DYNAMICS CORP,Industrials,
GDDY,GODADDY INC CLASS A,Information Technology,
GE,GENERAL ELECTRIC,Industrials,
GEBN.SW,GEBERIT AG,Industrials,
GET.PA,GETLINK,Industrials,
GFC.PA,GECINA SA,Real Estate,
GFL.TO,GFL ENVIRONMENTAL SUBORDINATE VOTI,Industrials,
GIB-A.TO,CGI INC,Information Technology,
GIL.TO,GILDAN ACTIVEWEAR INC,Consumer Discretionary,
GILD,GILEAD SCIENCES INC,Health Care,
GIS,GENERAL MILLS INC,Consumer Staples,
GIVN.SW,GIVAUDAN SA,Materials,
GJF.OL,GJENSIDIGE FORSIKRING,Financials,
GL,GLOBE LIFE INC,Financials,
GLE.PA,SOCIETE GENERALE SA,Financials,
GLEN.L,GLENCORE PLC,Materials,
GLW,CORNING INC,Information Technology,
GM,GENERAL MOTORS,Consumer Discretionary,
GMAB.CO,GENMAB,Health Care,
GMG.AX,GOODMAN GROUP UNITS,Real Estate,
GN.CO,GN STORE NORD,Health Care,
GNRC,GENERAC HOLDINGS INC,Industrials,
GOOG,ALPHABET INC CLASS C,Communication,
GOOGL,ALPHABET INC CLASS A,Communication,
GPC,GENUINE PARTS,Consumer Discretionary,
GPN,GLOBAL PAYMENTS INC,Information Technology,
GPT.AX,GPT GROUP STAPLED UNITS,Real Estate,
GRF.MC,GRIFOLS SA CLASS A,Health Care,
GRMN,GARMIN LTD,Consumer Discretionary,
GS,GOLDMAN SACHS GROUP INC,Financials,
GSK.L,GLAXOSMITHKLINE PLC,Health Care,
GWO.TO,GREAT WEST LIFECO INC,Financials,
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,
GWW,WW GRAINGER INC,Industrials,
H.TO,HYDRO ONE LTD,Utilities,
H78,HONGKONG LAND HOLDINGS LTD,Real Estate,
HAL,HALLIBURTON,Energy,
HAS,HASBRO INC,Consumer Discretionary,
HBAN,HUNTINGTON BANCSHARES INC,Financials,
HCA,HCA HEALTHCARE INC,Health Care,
HD,HOME DEPOT INC,Consumer Discretionary,
HEI,HEICO CORP,Industrials,
HEI.DE,HEIDELBERGCEMENT AG,Materials,
HEIA,HEICO CORP CLASS A,Industrials,
HEIA.AS,HEINEKEN NV,Consumer Staples,
HEIO.AS,HEINEKEN HOLDING NV,Consumer Staples,
HEN.DE,HENKEL AG,Consumer Staples,
HEN3.DE,HENKEL & KGAA PREF AG,Consumer Staples,
HES,HESS CORP,Energy,
HEXA-B.ST,HEXAGON CLASS B,Information Technology,
HFG.DE,HELLOFRESH,Consumer Discretionary,
HIG,HARTFORD FINANCIAL SERVICES GROUP,Financials,
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,
HIK.L,HIKMA PHARMACEUTICALS PLC,Health Care,
HL.L,HARGREAVES LANSDOWN PLC,Financials,
HLMA.L,HALMA PLC,Information Technology,
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,
HM-B.ST,HENNES & MAURITZ,Consumer Discretionary,
HNR1.DE,HANNOVER RUECK,Financials,
HO.PA,THALES SA,Industrials,
HOLN.SW,HOLCIM LTD AG,Materials,
HOLX,HOLOGIC INC,Health Care,
HON,HONEYWELL INTERNATIONAL INC,Industrials,
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,
HPQ,HP INC,Information Technology,
HRL,HORMEL FOODS CORP,Consumer Staples,
HSBA.L,HSBC HOLDINGS PLC,Financials,
HSIC,HENRY SCHEIN INC,Health Care,
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,
HSY,HERSHEY FOODS,Consumer Staples,
HUBS,HUBSPOT INC,Information Technology,
HUM,HUMANA INC,Health Care,
HUSQ-B.ST,HUSQVARNA,Consumer Discretionary,
HWM,HOWMET AEROSPACE INC,Industrials,
HZNP,HORIZON THERAPEUTICS PUBLIC PLC,Health Care,
IAC,IAC INTERACTIVE,Communication,
IAG.AX,INSURANCE AUSTRALIA GROUP LTD,Financials,
IAG.TO,IA FINANCIAL INC,Financials,
IBE.MC,IBERDROLA SA,Utilities,
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,
ICA.ST,ICA GRUPPEN,Consumer Staples,
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,
ICL.TA,ICL GROUP LTD,Materials,
IDXX,IDEXX LABORATORIES INC,Health Care,
IEX,IDEX CORP,Industrials,
IFC.TO,INTACT FINANCIAL CORP,Financials,
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,
IFX.DE,INFINEON TECHNOLOGIES AG,Information Technology,
IGM.TO,IGM FINANCIAL INC,Financials,
IHG.L,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,
III.L,3I GROUP PLC,Financials,
ILD.PA,ILIAD SA,Communication,
ILMN,ILLUMINA INC,Health Care,
IMB.L,IMPERIAL BRANDS PLC,Consumer Staples,
IMO.TO,IMPERIAL OIL LTD,Energy,
INCY,INCYTE CORP,Health Care,
INDU-A.ST,INDUSTRIVARDEN A,Financials,
INDU-C.ST,INDUSTRIVARDEN SERIES,Financials,
INF.L,INFORMA PLC,Communication,
INFO,IHS MARKIT LTD,Industrials,
INGA.AS,ING GROEP NV,Financials,
INPST.AS,INPOST SA,Industrials,
INTC,INTEL CORPORATION CORP,Information Technology,
INTU,INTUIT INC,Information Technology,
INVE-B.ST,INVESTOR CLASS B,Financials,
INVH,INVITATION HOMES INC,Real Estate,
INW.MI,INFRASTRUTTURE WIRELESS ITALIANE,Communication,
IP,INTERNATIONAL PAPER,Materials,
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,
IPGP,IPG PHOTONICS CORP,Information Technology,
IPN.PA,IPSEN SA,Health Care,
IQV,IQVIA HOLDINGS INC,Health Care,
IR,INGERSOLL RAND INC,Industrials,
IRM,IRON MOUNTAIN INC,Real Estate,
ISP.MI,INTESA SANPAOLO,Financials,
ISRG,INTUITIVE SURGICAL INC,Health Care,
IT,GARTNER INC,Information Technology,
ITRK.L,INTERTEK GROUP PLC,Industrials,
ITW,ILLINOIS TOOL INC,Industrials,
ITX.MC,INDUSTRIA DE DISENO TEXTIL INDITEX,Consumer Discretionary,
IVN.TO,IVANHOE MINES LTD CLASS A,Materials,
IVZ,INVESCO LTD,Financials,
J,JACOBS ENGINEERING GROUP INC,Industrials,
J36.SI,JARDINE MATHESON HOLDINGS LTD,Industrials,
JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,
JD..L,JD SPORTS FASHION PLC,Consumer Discretionary,
JDEP.AS,JDE PEETS NV,Consumer Staples,
JHX.AX,JAMES HARDIE INDUSTRIES CDI PLC,Materials,
JKHY,JACK HENRY AND ASSOCIATES INC,Information Technology,
JMAT.L,JOHNSON MATTHEY PLC,Materials,
JMT.LS,JERONIMO MARTINS SA,Consumer Staples,
JNJ,JOHNSON & JOHNSON,Health Care,
JNPR,JUNIPER NETWORKS INC,Information Technology,
JPM,JPMORGAN CHASE & CO,Financials,
JXN,JACKSON FINANCIAL INC,Financials,
K,KELLOGG,Consumer Staples,
K.TO,KINROSS GOLD CORP,Materials,
KBC.BR,KBC GROEP,Financials,
KBX.DE,KNORR BREMSE AG,Industrials,
KDP,KEURIG DR PEPPER INC,Consumer Staples,
KER.PA,KERING SA,Consumer Discretionary,
KESKOB.HE,KESKO CLASS B,Consumer Staples,
KEY,KEYCORP,Financials,
KEY.TO,KEYERA CORP,Energy,
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,
KGF.L,KINGFISHER PLC,Consumer Discretionary,
KGX.DE,KION GROUP AG,Industrials,
KHC,KRAFT HEINZ,Consumer Staples,
KINV-B.ST,KINNEVIK CLASS B,Financials,
KKR,KKR AND CO INC,Financials,
KL.TO,KIRKLAND LAKE GOLD LTD,Materials,
KLAC,KLA CORP,Information Technology,
KMB,KIMBERLY CLARK CORP,Consumer Staples,
KMI,KINDER MORGAN INC,Energy,
KMX,CARMAX INC,Consumer Discretionary,
KNEBV.HE,KONE,Industrials,
KNIN.SW,KUEHNE UND NAGEL INTERNATIONAL AG,Industrials,
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,
KO,COCA-COLA,Consumer Staples,
KPN.AS,KONINKLIJKE KPN NV,Communication,
KR,KROGER,Consumer Staples,
KRX,KINGSPAN GROUP PLC,Industrials,
KSU,KANSAS CITY SOUTHERN,Industrials,
KYGA,KERRY GROUP PLC,Consumer Staples,
L,LOEWS CORP,Financials,
L.TO,LOBLAW COMPANIES LTD,Consumer Staples,
LAND.L,LAND SECURITIES GROUP REIT PLC,Real Estate,
LATO-B.ST,LATOUR INVESTMENT CLASS B,Industrials,
LBRDA,LIBERTY BROADBAND CORP SERIES A,Communication,
LBRDK,LIBERTY BROADBAND CORP SERIES C,Communication,
LBTYA,LIBERTY GLOBAL PLC CLASS A,Communication,
LBTYK.L,LIBERTY GLOBAL PLC CLASS C,Communication,
LDOS,LEIDOS HOLDINGS INC,Industrials,
LEA,LEAR CORP,Consumer Discretionary,
LEG.DE,LEG IMMOBILIEN N,Real Estate,
LEN,LENNAR A CORP,Consumer Discretionary,
LGEN.L,LEGAL AND GENERAL GROUP PLC,Financials,
LH,LABORATORY CORPORATION OF AMERICA,Health Care,
LHA.DE,DEUTSCHE LUFTHANSA AG,Industrials,
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,
LI.PA,KLEPIERRE REIT SA,Real Estate,
LII,LENNOX INTERNATIONAL INC,Industrials,
LIN,LINDE PLC,Materials,
LISN.SW,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,
LISP.SW,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,
LKQ,LKQ CORP,Consumer Discretionary,
LLC.AX,LENDLEASE GROUP STAPLED UNITS,Real Estate,
LLOY.L,LLOYDS BANKING GROUP PLC,Financials,
LLY,ELI LILLY,Health Care,
LMT,LOCKHEED MARTIN CORP,Industrials,
LNC,LINCOLN NATIONAL CORP,Financials,
LNG,CHENIERE ENERGY INC,Energy,
LNT,ALLIANT ENERGY CORP,Utilities,
LOGN.SW,LOGITECH INTERNATIONAL SA,Information Technology,
LONN.SW,LONZA GROUP AG,Health Care,
LOW,LOWES COMPANIES INC,Consumer Discretionary,
LR.PA,LEGRAND SA,Industrials,
LRCX,LAM RESEARCH CORP,Information Technology,
LSEG.L,LONDON STOCK EXCHANGE GROUP PLC,Financials,
LSPD.TO,LIGHTSPEED COMMERCE INC,Information Technology,
LSXMA,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Communication,
LSXMK,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Communication,
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,
LUMI.TA,BANK LEUMI LE ISRAEL,Financials,
LUMN,LUMEN TECHNOLOGIES INC,Communication,
LUN.TO,LUNDIN MINING CORP,Materials,
LUND-B.ST,LUNDBERGFORETAGEN CLASS B,Financials,
LUNE.ST,LUNDIN ENERGY,Energy,
LUV,SOUTHWEST AIRLINES,Industrials,
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,
LXS.DE,LANXESS AG,Materials,
LYB.AS,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,
LYFT,LYFT INC CLASS A,Industrials,
LYV,LIVE NATION ENTERTAINMENT INC,Communication,
M44U.SI,MAPLETREE LOGISTICS TRUST UNITS,Real Estate,
MA,MASTERCARD INC CLASS A,Information Technology,
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,
MAERSK-A.CO,A P MOLLER MAERSK,Industrials,
MAERSK-B.CO,A P MOLLER MAERSK B,Industrials,
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,
MAS,MASCO CORP,Industrials,
MASI,MASIMO CORP,Health Care,
MB.MI,MEDIOBANCA BANCA DI CREDITO FINANZ,Financials,
MC.PA,LVMH,Consumer Discretionary,
MCD,MCDONALDS CORP,Consumer Discretionary,
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,
MCK,MCKESSON CORP,Health Care,
MCO,MOODYS CORP,Financials,
MCY.NZ,MERCURY NZ LTD,Utilities,
MDB,MONGODB INC CLASS A,Information Technology,
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,
MDT,MEDTRONIC PLC,Health Care,
MEL.NZ,MERIDIAN ENERGY LTD,Utilities,
MELI,MERCADOLIBRE INC,Consumer Discretionary,
MET,METLIFE INC,Financials,
MF.PA,WENDEL,Financials,
MFC.TO,MANULIFE FINANCIAL CORP,Financials,
MFG.AX,MAGELLAN FINANCIAL GROUP LTD,Financials,
MG.TO,MAGNA INTERNATIONAL INC,Consumer Discretionary,
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,
MGR.AX,MIRVAC GROUP STAPLED UNITS,Real Estate,
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,
MKL,MARKEL CORP,Financials,
MKTX,MARKETAXESS HOLDINGS INC,Financials,
ML.PA,MICHELIN,Consumer Discretionary,
MLCO,MELCO RESORTS ENTERTAINMENT ADR LT,Consumer Discretionary,
MLM,MARTIN MARIETTA MATERIALS INC,Materials,
MMC,MARSH & MCLENNAN INC,Financials,
MMM,3M,Industrials,
MNDI.L,MONDI PLC,Materials,
MNG.L,M&G PLC,Financials,
MNST,MONSTER BEVERAGE CORP,Consumer Staples,
MO,ALTRIA GROUP INC,Consumer Staples,
MOH,MOLINA HEALTHCARE INC,Health Care,
MONC.MI,MONCLER,Consumer Discretionary,
MOS,MOSAIC,Materials,
MOWI.OL,MOWI,Consumer Staples,
MPC,MARATHON PETROLEUM CORP,Energy,
MPL.AX,MEDIBANK PRIVATE LTD,Financials,
MPW,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,
MQG.AX,MACQUARIE GROUP LTD DEF,Financials,
MRK,MERCK & CO INC,Health Care,
MRK.DE,MERCK,Health Care,
MRNA,MODERNA INC,Health Care,
