Date,Returns,Stock
2014-05-31,0.07271777143355518,AAPL
2014-06-30,0.027661920836259624,AAPL
2014-07-31,0.028731303131389163,AAPL
2014-08-31,0.07217573221757334,AAPL
2014-09-30,-0.017073170731707332,AAPL
2014-10-31,0.07196029776674928,AAPL
2014-11-30,0.10120370370370368,AAPL
2014-12-31,-0.07189106196922557,AAPL
2015-01-31,0.061424245748296524,AAPL
2015-02-28,0.09644933095085917,AAPL
2015-03-31,-0.03137169351569702,AAPL
2015-04-30,0.00578638591979419,AAPL
2015-05-31,0.040990811026767826,AAPL
2015-06-30,-0.03722750997850777,AAPL
2015-07-31,-0.032926700151478916,AAPL
2015-08-31,-0.07040395480943273,AAPL
2015-09-30,-0.021816246122162153,AAPL
2015-10-31,0.08340884556994221,AAPL
2015-11-30,-0.010041807531380731,AAPL
2015-12-31,-0.11022822957808187,AAPL
2016-01-31,-0.07524233041070372,AAPL
2016-02-29,-0.006677542908466894,AAPL
2016-03-31,0.12721058528449336,AAPL
2016-04-30,-0.13992109881350945,AAPL
2016-05-31,0.06528700939991494,AAPL
2016-06-30,-0.042659723613058365,AAPL
2016-07-31,0.09006276150627612,AAPL
2016-08-31,0.018136455234622373,AAPL
2016-09-30,0.06550427898209255,AAPL
2016-10-31,0.0043343297891436094,AAPL
2016-11-30,-0.026598590805002598,AAPL
2016-12-31,0.047955159173187045,AAPL
2017-01-31,0.047746503194612266,AAPL
2017-02-28,0.12888342810053577,AAPL
2017-03-31,0.048689683956794294,AAPL
2017-04-30,-6.969232716980134e-5,AAPL
2017-05-31,0.06341806131113459,AAPL
2017-06-30,-0.05721387947666612,AAPL
2017-07-31,0.03270373468396803,AAPL
2017-08-31,0.1026692961115927,AAPL
2017-09-30,-0.06024392682926838,AAPL
2017-10-31,0.09680765888418552,AAPL
2017-11-30,0.016623379868593302,AAPL
2017-12-31,-0.0152459230609987,AAPL
2018-01-31,-0.010636435871569705,AAPL
2018-02-28,0.06384760503363096,AAPL
2018-03-31,-0.0580507311486802,AAPL
2018-04-30,-0.015019692454404598,AAPL
2018-05-31,0.13076364833023457,AAPL
2018-06-30,-0.009418290991989764,AAPL
2018-07-31,0.027983318027118953,AAPL
2018-08-31,0.19622688301968072,AAPL
2018-09-30,-0.008302947620209222,AAPL
2018-10-31,-0.030477557712810133,AAPL
2018-11-30,-0.18404459471808465,AAPL
2018-12-31,-0.11669837607794831,AAPL
2019-01-31,0.055154049571343844,AAPL
2019-02-28,0.040314755099381205,AAPL
2019-03-31,0.09702572784409957,AAPL
2019-04-30,0.05643592643192252,AAPL
2019-05-31,-0.12757259181741165,AAPL
2019-06-30,0.1305191692228631,AAPL
2019-07-31,0.07639446240905423,AAPL
2019-08-31,-0.020183947434620708,AAPL
2019-09-30,0.07296155843706886,AAPL
2019-10-31,0.11068444881010842,AAPL
2019-11-30,0.07432868747915555,AAPL
2019-12-31,0.09878388026192697,AAPL
2020-01-31,0.05400993166041035,AAPL
2020-02-29,-0.1167975931815427,AAPL
2020-03-31,-0.0697614615019877,AAPL
2020-04-30,0.15537377499307947,AAPL
2020-05-31,0.08216479573171398,AAPL
2020-06-30,0.14738624712352966,AAPL
2020-07-31,0.16513163920389173,AAPL
2020-08-31,0.21437973434256108,AAPL
2020-09-30,-0.10252631523313871,AAPL
2020-10-31,-0.06001206389797187,AAPL
2020-11-30,0.09360648453420461,AAPL
2020-12-31,0.11457369723879807,AAPL
2021-01-31,-0.005501507189667576,AAPL
2021-02-28,-0.08108521091545551,AAPL
2021-03-31,0.007339600736605556,AAPL
2021-04-30,0.07621780472832085,AAPL
2021-05-31,-0.05210714768941094,AAPL
2021-06-30,0.0991092681236716,AAPL
2021-07-31,0.06498242950586319,AAPL
2021-08-31,0.04092966515199725,AAPL
2021-09-30,-0.01844169770873083,AAPL
2007-01-31,0.033489617096797764,MSFT
2007-02-28,-0.08716788440804002,MSFT
2007-03-31,-0.010649591764288369,MSFT
2007-04-30,0.0742734096062645,MSFT
2007-05-31,0.025050099363724154,MSFT
2007-06-30,-0.039752426205525326,MSFT
2007-07-31,-0.01628771687437125,MSFT
2007-08-31,-0.008968609865470767,MSFT
2007-09-30,0.025408945353289303,MSFT
2007-10-31,0.2494909113880146,MSFT
2007-11-30,-0.08720464310772502,MSFT
2007-12-31,0.05952381306689358,MSFT
2008-01-31,-0.08426966765559929,MSFT
2008-02-29,-0.16564408991681534,MSFT
2008-03-31,0.04338227781682802,MSFT
2008-04-30,0.0049330868545836015,MSFT
2008-05-31,-0.007012622720897643,MSFT
2008-06-30,-0.028601694915254217,MSFT
2008-07-31,-0.0650672846237732,MSFT
2008-08-31,0.06104207080256874,MSFT
2008-09-30,-0.021986074679880008,MSFT
2008-10-31,-0.16335709391693165,MSFT
2008-11-30,-0.09449175996417358,MSFT
2008-12-31,-0.03857557065161099,MSFT
2009-01-31,-0.12037041561880568,MSFT
2009-02-28,-0.05555555555555569,MSFT
2009-03-31,0.1374613622291021,MSFT
2009-04-30,0.1028850787759894,MSFT
2009-05-31,0.031095705824284225,MSFT
2009-06-30,0.13786506164983536,MSFT
2009-07-31,-0.010517458981909922,MSFT
2009-08-31,0.048044217687074786,MSFT
2009-09-30,0.04340766734279922,MSFT
2009-10-31,0.07814934207423563,MSFT
2009-11-30,0.06058420483231153,MSFT
2009-12-31,0.03638218293097584,MSFT
2010-01-31,-0.07545931758530189,MSFT
2010-02-28,0.01738821859474804,MSFT
2010-03-31,0.021625427275898,MSFT
2010-04-30,0.04267668000421021,MSFT
2010-05-31,-0.15520634724275228,MSFT
2010-06-30,-0.10813950031548447,MSFT
2010-07-31,0.12168617992177322,MSFT
2010-08-31,-0.09066253741427888,MSFT
2010-09-30,0.04345978029227848,MSFT
2010-10-31,0.08901592486729282,MSFT
2010-11-30,-0.052868391451068586,MSFT
2010-12-31,0.10490894695170216,MSFT
2011-01-31,-0.00644930132568966,MSFT
2011-02-28,-0.041471330688784835,MSFT
2011-03-31,-0.04477054176072226,MSFT
2011-04-30,0.02087440019198117,MSFT
2011-05-31,-0.035108024691357986,MSFT
2011-06-30,0.03958416633346662,MSFT
2011-07-31,0.05384615384615388,MSFT
2011-08-31,-0.029197080291970656,MSFT
2011-09-30,-0.06428575187969932,MSFT
2011-10-31,0.06990759621967046,MSFT
2011-11-30,-0.03942917909985666,MSFT
2011-12-31,0.01485531665363582,MSFT
2012-01-31,0.137519342739574,MSFT
2012-02-29,0.07483911023233625,MSFT
2012-03-31,0.016383049779458148,MSFT
2012-04-30,-0.00743949209172301,MSFT
2012-05-31,-0.08838222985633992,MSFT
2012-06-30,0.04796159479405304,MSFT
2012-07-31,-0.03661330500163451,MSFT
2012-08-31,0.04580933307802271,MSFT
2012-09-30,-0.03439325113562619,MSFT
2012-10-31,-0.04099459005376349,MSFT
2012-11-30,-0.06727399904435893,MSFT
2012-12-31,0.003380841345573149,MSFT
2013-01-31,0.027705055324038108,MSFT
2013-02-28,0.012750382049166342,MSFT
2013-03-31,0.029136763638013097,MSFT
2013-04-30,0.15693802317588168,MSFT
2013-05-31,0.05438078878433772,MSFT
2013-06-30,-0.010315214308583842,MSFT
2013-07-31,-0.0781702640946651,MSFT
2013-08-31,0.04899503768844227,MSFT
2013-09-30,-0.0035929039764729387,MSFT
2013-10-31,0.06400243581738096,MSFT
2013-11-30,0.07681448743292862,MSFT
2013-12-31,-0.018882795203703284,MSFT
2014-01-31,0.011494252873563315,MSFT
2014-02-28,0.012420745243128861,MSFT
2014-03-31,0.06995564943994648,MSFT
2014-04-30,-0.014393753871980719,MSFT
2014-05-31,0.013366261714541583,MSFT
2014-06-30,0.018563801137366998,MSFT
2014-07-31,0.035011965587242955,MSFT
2014-08-31,0.05259499536607981,MSFT
2014-09-30,0.0204710763812459,MSFT
2014-10-31,0.01272648807751331,MSFT
2014-11-30,0.018317358502292658,MSFT
2014-12-31,-0.028445931218449405,MSFT
2015-01-31,-0.13024755370834118,MSFT
2015-02-28,0.08539593636653775,MSFT
2015-03-31,-0.07274796226900637,MSFT
2015-04-30,0.196261657648795,MSFT
2015-05-31,-0.036595354370792754,MSFT
2015-06-30,-0.057831816947677805,MSFT
2015-07-31,0.05775761912762767,MSFT
2015-08-31,-0.06809423837057305,MSFT
2015-09-30,0.01700363051470588,MSFT
2015-10-31,0.18933577448421945,MSFT
2015-11-30,0.03248478405176258,MSFT
2015-12-31,0.02079120591687955,MSFT
2016-01-31,-0.007029560201874396,MSFT
2016-02-29,-0.07642038482483215,MSFT
2016-03-31,0.08549526168444843,MSFT
2016-04-30,-0.09704872351982619,MSFT
2016-05-31,0.06276320558979753,MSFT
2016-06-30,-0.03452833962264157,MSFT
2016-07-31,0.10768032470902189,MSFT
2016-08-31,0.013761450247000706,MSFT
2016-09-30,0.0024364601885913384,MSFT
2016-10-31,0.04027777917631181,MSFT
2016-11-30,0.005674232499139897,MSFT
2016-12-31,0.031198159017529425,MSFT
2017-01-31,0.040392710659683084,MSFT
2017-02-28,-0.010363526361530595,MSFT
2017-03-31,0.029384198186933386,MSFT
2017-04-30,0.03947764896025441,MSFT
2017-05-31,0.02015771282731116,MSFT
2017-06-30,-0.013029725832172101,MSFT
2017-07-31,0.05469312345858102,MSFT
2017-08-31,0.028473178616500006,MSFT
2017-09-30,-0.003744804216054831,MSFT
2017-10-31,0.11665998433776315,MSFT
2017-11-30,0.011901875450829547,MSFT
2017-12-31,0.01627661913452827,MSFT
2018-01-31,0.11070845089188142,MSFT
2018-02-28,-0.013051310113644576,MSFT
2018-03-31,-0.02666097984411797,MSFT
2018-04-30,0.024652131850075643,MSFT
2018-05-31,0.05688621867684618,MSFT
2018-06-30,-0.0023269426275573935,MSFT
2018-07-31,0.07575297560335681,MSFT
2018-08-31,0.05891779677756803,MSFT
2018-09-30,0.018160784863157087,MSFT
2018-10-31,-0.0661012923117612,MSFT
2018-11-30,0.038198680614150105,MSFT
2018-12-31,-0.08404724577551859,MSFT
2019-01-31,0.0281579206458602,MSFT
2019-02-28,0.07277601264004585,MSFT
2019-03-31,0.05275375392978443,MSFT
2019-04-30,0.1073427487308336,MSFT
2019-05-31,-0.05298626096540915,MSFT
2019-06-30,0.0831177797542042,MSFT
2019-07-31,0.017243930123115092,MSFT
2019-08-31,0.011667989677317525,MSFT
2019-09-30,0.008486856169397372,MSFT
2019-10-31,0.031216255708956586,MSFT
2019-11-30,0.05586950044882144,MSFT
2019-12-31,0.04174918609627465,MSFT
2020-01-31,0.07945465591860468,MSFT
2020-02-29,-0.04828761788844782,MSFT
2020-03-31,-0.026541498257561247,MSFT
2020-04-30,0.13632616223268568,MSFT
2020-05-31,0.0225433449148853,MSFT
2020-06-30,0.11055931787175988,MSFT
2020-07-31,0.0073706453582291775,MSFT
2020-08-31,0.10009270035834117,MSFT
2020-09-30,-0.06739678564890161,MSFT
2020-10-31,-0.03736985178177299,MSFT
2020-11-30,0.05729246773698593,MSFT
2020-12-31,0.03900588932105742,MSFT
2021-01-31,0.042891867124286165,MSFT
2021-02-28,0.0018106483330120327,MSFT
2021-03-31,0.014588169924516503,MSFT
2021-04-30,0.06960168266358435,MSFT
2021-05-31,-0.009913554085950071,MSFT
2021-06-30,0.08498879203348908,MSFT
2021-07-31,0.05171653861313863,MSFT
2021-08-31,0.05956267158663886,MSFT
2021-09-30,0.009738975590648957,MSFT
